CustomerID,InvoiceDate_max,InvoiceDate_min,InvoiceDate_count,Quantity_sum,Quantity_mean,Quantity_std,Quantity_max,UnitPrice_mean,UnitPrice_std,UnitPrice_max,UnitPrice_min,TotalAmount_sum,TotalAmount_mean,TotalAmount_std,TotalAmount_max,StockCode_nunique,InvoiceNo_nunique,Month_nunique,Quarter_nunique,Recency,Frequency,Monetary,AvgDaysBetweenPurchases,CustomerLifespan,PurchaseVelocity,AvgOrderValue,ProductDiversity,MonthsActive,QuartersActive,QuantityConsistency,PriceConsistency,EngagementTrend,Log_Monetary,Log_AvgOrderValue,Log_TotalAmount_sum,Log_TotalAmount_max,Recency_Squared,Frequency_Squared,Monetary_Squared,Recency_Frequency,Recency_Monetary,Frequency_Monetary,RFM_Combined,MonetaryPerFrequency,FrequencyPerRecency,R_Score,F_Score,M_Score,RFM_Score,HighValue,HighFrequency,Recent,predicted_clv,Predicted_CLV,Cluster
12346.0,2011-01-18 10:17:00,2009-12-14 08:34:00,48,52,1.0833333333333333,15309.385752556089,74215,12.0925,24.30156964547852,142.31,1.0,-64.67999999999302,-1.3474999999998545,15921.7904157415,77183.6,30,17,5,3,326,17,-64.67999999999302,23.529411764705884,400,0.0425,-3.8047058823525295,30,5,3,7.076269099512745e-05,0.4976016025470972,3.4,0.0,0.0,0.0,11.253955234248428,106276,289,4183.502399999096,5542,-21085.679999997723,-1099.5599999998813,-358456.5599999613,-3.8047058823525295,0.0521472392638036,2,5,1,251,0,1,0,-0.54838972172428,63.52934057083522,0
12347.0,2011-12-07 15:52:00,2010-10-31 14:20:00,253,3286,12.98814229249012,16.477614014132026,240,2.546086956521739,2.156268847248624,12.75,0.25,5633.32,22.26608695652174,20.609092694507957,249.6,126,8,6,4,2,8,5633.32,50.25,402,0.0199004975124378,704.165,126,6,4,0.7882295507924169,1.180783629912624,1.3333333333333333,8.63663174483544,6.558431817981774,8.63663174483544,5.523858042461968,4,64,31734294.2224,16,11266.64,45066.56,90133.12,704.165,4.0,5,4,5,545,1,1,1,151.44167886899044,65.90213153167542,0
12348.0,2011-09-25 13:13:00,2010-09-27 14:59:00,51,2714,53.21568627450981,48.70084751849405,144,3.7862745098039214,10.677136125531849,40.0,0.29,2019.4,39.59607843137256,44.20554915747258,240.0,25,5,4,4,75,5,2019.4,72.4,362,0.0138121546961325,403.88,25,4,4,1.0927055479743193,0.3546151763252264,1.25,7.6110507905938976,6.003590726905823,7.6110507905938976,5.484796933490655,5625,25,4077976.36,375,151455.0,10097.0,757275.0,403.88,0.0666666666666666,3,3,4,334,1,0,0,55.51553998190002,64.70764175010031,0
12349.0,2011-11-21 09:51:00,2009-12-04 12:49:00,180,1619,8.994444444444444,7.846642681147872,48,8.358833333333333,32.363722263408086,300.0,0.42,4404.54,24.469666666666665,33.66600370514534,300.0,139,5,5,2,19,5,4404.54,143.2,716,0.0069832402234636,880.908,139,5,2,1.146279346459123,0.2582778725296445,1.0,8.390618118825207,6.78208774217627,8.390618118825207,5.707110264748875,361,25,19399972.6116,95,83686.26,22022.7,418431.3,880.908,0.2631578947368421,4,3,5,435,1,0,1,89.36811066760113,62.43256548086086,0
12352.0,2011-11-03 14:37:00,2010-11-12 10:20:00,113,658,5.823008849557522,6.36849119899735,24,20.050442477876103,64.96861753940158,376.5,0.65,1889.21,16.71867256637168,68.79490953323852,376.5,70,13,4,3,36,13,1889.21,27.384615384615383,356,0.0365168539325842,145.32384615384615,70,4,3,0.9143466902292794,0.3086173484562157,3.25,7.544443212992417,4.98582228964369,7.544443212992417,5.933570568689079,1296,169,3569114.4241,468,68011.56,24559.73,884150.28,145.32384615384615,0.3611111111111111,4,5,4,454,1,1,1,52.16996067519704,66.08152571435433,0
12353.0,2011-05-19 17:47:00,2010-10-27 12:44:00,24,212,8.833333333333334,3.484957322010111,12,2.6283333333333334,2.536731321425556,9.95,0.42,406.76,16.948333333333334,8.799588758506875,39.8,23,2,2,2,204,2,406.76,102.0,204,0.0098039215686274,203.38,23,2,2,2.5347034460204805,1.0361102538270786,1.0,6.010678766031786,5.319981006184063,6.010678766031786,3.708682081410116,41616,4,165453.69759999998,408,82979.04,813.52,165958.08,203.38,0.0098039215686274,2,2,2,222,0,0,0,4.457127201591319,65.95665378420868,0
12355.0,2011-05-09 13:49:00,2010-05-21 11:59:00,35,543,15.514285714285714,18.69943602259237,96,3.069428571428572,2.882116198475108,12.75,0.42,947.61,27.074571428571428,22.11047493874355,120.0,35,2,1,1,214,2,947.61,176.5,353,0.0056657223796034,473.805,35,1,1,0.8296659693662202,1.0649912633822916,2.0,6.854997755239065,6.162904193429855,6.854997755239065,4.795790545596741,45796,4,897964.7121,428,202788.54,1895.22,405577.08,473.805,0.0093457943925233,2,2,3,223,0,0,0,18.490204013860307,65.25541568767497,0
12356.0,2011-11-17 08:40:00,2010-10-11 09:42:00,143,3417,23.895104895104897,22.53657849442542,120,3.1486013986013988,4.213591289062768,28.0,0.36,6373.68,44.57118881118881,59.89198990024108,424.5,104,6,4,3,23,6,6373.68,66.83333333333333,401,0.0149625935162094,1062.28,104,4,3,1.060280951743208,0.7472488864248019,1.5,8.76008917268833,6.9691137491130775,8.76008917268833,6.053264948013429,529,36,40623796.742400005,138,146594.64,38242.08,879567.8400000001,1062.28,0.2608695652173913,4,4,5,445,1,1,1,168.22939104942927,66.08873114353386,0
12357.0,2011-11-06 16:07:00,2010-11-16 10:05:00,296,6587,22.25337837837838,18.948636784885004,96,6.196993243243243,49.31339335463649,850.0,0.39,18287.66,61.78263513513514,79.29144301502787,850.0,261,3,1,1,33,3,18287.66,118.33333333333331,355,0.0084507042253521,6095.886666666666,261,1,1,1.174405242499002,0.1256655204941518,3.0,9.814036474622236,8.715533537358253,9.814036474622236,6.746412128573375,1089,9,334438508.2756,99,603492.78,54862.98,1810478.34,6095.886666666666,0.0909090909090909,4,2,5,425,1,0,1,398.28975616462793,65.53957338993285,0
12358.0,2011-12-08 10:26:00,2009-12-08 07:59:00,77,1079,14.012987012987011,15.045101936382649,60,5.368051948051948,7.581694547249461,40.0,0.39,3887.07,50.48142857142857,67.27612726107326,297.0,56,5,4,3,2,5,3887.07,146.0,730,0.0068493150684931,777.414,56,4,3,0.9313986088123648,0.708027989600215,1.25,8.265668169533484,6.657258516321567,8.265668169533484,5.697093486505405,4,25,15109313.1849,10,7774.14,19435.35,38870.7,777.414,2.5,5,3,5,535,1,0,1,50.01964039593275,64.26382967954419,0
